id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,www_2,tipoUniEco,latitud,longitud,fecha_alta,MAPS,IMAGEN 
962882,09014722412000673000000000U0,CANTINA LA VALENCIANA,AMIGOS DE LA VALE SA DE CV,722412,Bares,11 a 30 personas,AVENIDA,UNIVERSIDAD,CALLE,CASAS GRANDES,CALLE,DOCTOR JOSE MARIA BARRAGAN,EJE VIAL,4 SUR (XOLA),48,,,,,,COLONIA,NARVARTE ORIENTE,,,,3023,9,CIUDAD DE M…XICO,14,BENITO JU¡REZ,1,Benito Ju·rez,100,1,5533307505,,,http://,Fijo,19.3967354,-99.14681463,2010-07,"https://www.google.com/maps/@19.3967354,-99.14681463,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.3967354,-99.14681463!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.3967354%2C-99.14681463&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
951352,09015722412001622000000000U3,CANTINA LA VICTORIA SPEZZIAL,,722412,Bares,0 a 5 personas,CALLE,DOCTOR IGNACIO ERAZO,CALLE,DOCTOR AGUSTIN ANDRADE,CALLE,DOCTOR BARRAGAN,CALLE,DOCTOR ILDELFONSO VELASCO,23,B,,,,,COLONIA,DOCTORES,,,,6720,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,113A,22,5535474929,,,http://,Fijo,19.41790513,-99.14477512,2010-07,"https://www.google.com/maps/@19.41790513,-99.14477512,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41790513,-99.14477512!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41790513%2C-99.14477512&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
986526,09015722412000661000000000U2,CANTINA LAS AMERICAS,,722412,Bares,0 a 5 personas,CALLE,ITURBIDE,AVENIDA,JUAREZ,CALLE,ARTICULO 123,EJE VIAL,1 PONIENTE (AVENIDA BUCARELI),31,A,EDIFICIO SIN NOMBRE,PLANTA BAJA,31,A,COLONIA,CENTRO (¡REA 2),,,,6000,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,733,9,5555128705,,,http://,Fijo,19.43399056,-99.14915478,2010-07,"https://www.google.com/maps/@19.43399056,-99.14915478,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43399056,-99.14915478!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43399056%2C-99.14915478&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1060980,09015722412002034002000000U0,CANTINA LAS BARRICAS SA DE CV,CANTINA LAS BARRICAS SA DE CV,722412,Bares,31 a 50 personas,CALLE,MANUEL MARIA CONTRERAS,CALLE,GUILLERMO PRIETO,CALLE,FRANCISCO DIAZ COVARRUBIAS,CALLE,GABINO BARREDA,68,,,,,,COLONIA,SAN RAFAEL,,,,6470,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,678,10,,,,http://,Fijo,19.4378975,-99.16495852,2010-07,"https://www.google.com/maps/@19.4378975,-99.16495852,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.4378975,-99.16495852!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.4378975%2C-99.16495852&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
896883,09015722412000931000000000U9,CANTINA LOS CHENCHOS,,722412,Bares,0 a 5 personas,AVENIDA,FRAY SERVANDO TERESA DE MIER,CALLE,SAN LUCAS,CALLE,SAN MIGUEL,CALLE,CERRADA NEZAHUALC”YOTL,232,,,,0,,COLONIA,CENTRO,,,,6800,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,979,11,,,,http://,Fijo,19.42385103,-99.13239993,2014-12,"https://www.google.com/maps/@19.42385103,-99.13239993,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42385103,-99.13239993!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42385103%2C-99.13239993&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1030645,09015722412002362001000000U5,CANTINA MAJESTIC,,722412,Bares,0 a 5 personas,CALLE,LUIS MOYA,CALLE,MARQUEZ STERLING,AVENIDA,ARCOS DE BELEN,CALLE,REVILLAGIGEDO,115,,,,,,COLONIA,CENTRO (¡REA 2),,,,6000,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,875,5,,,,http://,Fijo,19.42780663,-99.14606867,2010-07,"https://www.google.com/maps/@19.42780663,-99.14606867,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42780663,-99.14606867!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42780663%2C-99.14606867&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
933579,09014722412000433000000000U9,CANTINA MEXICO,VASELO SA DE CV,722412,Bares,11 a 30 personas,EJE VIAL,7 SUR (FELIX CUEVAS),CALLE,ADOLFO PRIETO,CERRADA,JOSE IGNACIO BARTOLACHE,CALLE,SAN LORENZO,374,,,,2,C Y C02,COLONIA,TLACOQUEMECATL,,,,3200,9,CIUDAD DE M…XICO,14,BENITO JU¡REZ,1,Benito Ju·rez,736,4,5553351084,DIAGOLYZU@GMAIL.COM,,http://,Fijo,19.37250375,-99.17277541,2014-12,"https://www.google.com/maps/@19.37250375,-99.17277541,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.37250375,-99.17277541!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.37250375%2C-99.17277541&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
984189,09015722412001031000000000U7,CANTINA NEW YORK,,722412,Bares,0 a 5 personas,CALLE,SOTO,EJE VIAL,1 NORTE (MOSQUETA),CALLE,DEGOLLADO,CALLE,LERDO,217,B,,,,,COLONIA,GUERRERO,,,,6300,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,574,6,5521321218,,,http://,Fijo,19.44525799,-99.1435768,2010-07,"https://www.google.com/maps/@19.44525799,-99.1435768,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44525799,-99.1435768!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44525799%2C-99.1435768&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1024410,09015722412001542001000000U3,CANTINA NUEVO LEON,,722412,Bares,11 a 30 personas,AVENIDA,JOSE MARIA PINO SUAREZ,CALLE,VENUSTIANO CARRANZA,CALLE,REPUBLICA DE URUGUAY,CALLE,TABAQUEROS,18,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,CENTR0,,,,6060,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,907,15,5555429049,,,http://,Fijo,19.43029933,-99.13230659,2010-07,"https://www.google.com/maps/@19.43029933,-99.13230659,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43029933,-99.13230659!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43029933%2C-99.13230659&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1010456,09015722412000981000000000U4,CANTINA PAPAGAYO,,722412,Bares,0 a 5 personas,CALLE,AMADO NERVO,CALLE,DOCTOR ATL,CALLE,SANTA MARIA LA RIBERA,AVENIDA,RIBERA DE SAN COSME,44,,,,0,,COLONIA,AMADO NERVO,,,,6400,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,606,5,5555350189,FERNANDOMELGAREJO@TERRA.COM.MX,,http://,Fijo,19.44313797,-99.1578299,2010-07,"https://www.google.com/maps/@19.44313797,-99.1578299,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44313797,-99.1578299!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44313797%2C-99.1578299&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
759087,09016722412000021000000000U7,CANTINA PUERTA DEL SOL,,722412,Bares,0 a 5 personas,CALLE,LAGUNA DE TERMINOS,CALLE,RINCONADA LAGUNA DE TERMINOS,CALLE,LAGO PATZCUARO,CALLE,TERCERA PRIVADA LAGUNA GUZM¡N,508,,,,,,COLONIA,ANAHUAC,,,,11320,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,497,9,5538725325,,,http://,Fijo,19.4421154,-99.17224351,2010-07,"https://www.google.com/maps/@19.4421154,-99.17224351,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.4421154,-99.17224351!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.4421154%2C-99.17224351&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
887190,09015722412001172001000000U9,CANTINA RIO DE LA PLATA,,722412,Bares,11 a 30 personas,CALLE,REPUBLICA DE CUBA,CALLE,REPUBLICA DE CHILE,CALLE,ALLENDE,CALLE,DONCELES,39,,,,2,Y 3,COLONIA,CENTRO,,,,6010,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,752,10,,,,http://,Fijo,19.43732645,-99.13771462,2014-12,"https://www.google.com/maps/@19.43732645,-99.13771462,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43732645,-99.13771462!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43732645%2C-99.13771462&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8327089,09015722412004604000000000U8,CANTINA RIVIERA DEL SUR,BAR EL PORVENIR SA DE CV,722412,Bares,31 a 50 personas,CALLE,CHIAPAS,EJE VIAL,2 PONIENTE (MONTERREY),EJE VIAL,3 PONIENTE (MEDELLIN),CALLE,TAPACHULA,174,,,,0,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1360,14,,GSTNISICH1989@GMAIL.COM,,http://,Fijo,19.41191831,-99.16435645,2019-11,"https://www.google.com/maps/@19.41191831,-99.16435645,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41191831,-99.16435645!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41191831%2C-99.16435645&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
951494,09015722412001783000000000U3,CANTINA SALON CASINO,,722412,Bares,11 a 30 personas,AVENIDA,DOCTOR JOSE MARIA VERTIZ,CALLE,DOCTOR IGNACIO ERAZO,CALLE,DOCTOR JOSE PABLO MARTINEZ DEL RIO,CALLE,DOCTOR MIGUEL FRANCISCO JIM…NEZ,199,,,,0,,COLONIA,DOCTORES,,,,6720,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,113A,19,5555782325,UGREMIAL@HOTMAIL.COM,,http://,Fijo,19.41791528,-99.14787559,2010-07,"https://www.google.com/maps/@19.41791528,-99.14787559,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41791528,-99.14787559!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41791528%2C-99.14787559&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1003340,09015722412001753000000000U6,CANTINA SALON ESPA—A,,722412,Bares,6 a 10 personas,CALLE,LUIS GONZALEZ OBREGON,CALLE,REPUBLICA DE ARGENTINA,CALLE,REPUBLICA DE BRASIL,CALLE,DONCELES,25,A,,,0,,COLONIA,CENTRO,,,,6010,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,752,2,5557021719,CANTINASALONESPANIA@GMAIL.COM,,http://,Fijo,19.43652022,-99.1316826,2010-07,"https://www.google.com/maps/@19.43652022,-99.1316826,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43652022,-99.1316826!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43652022%2C-99.1316826&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1013529,09015722412001472001000000U3,CANTINA SAL”N PALACIO,,722412,Bares,11 a 30 personas,EJE VIAL,1 PONIENTE (AVENIDA ROSALES),CALLE,IGNACIO MARISCAL,AVENIDA,PUENTE DE ALVARADO,CALLE,JES⁄S DE TER¡N,5,,,,0,,COLONIA,TABACALERA,,,,6030,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,714,11,,,,http://,Fijo,19.43732971,-99.14944177,2010-07,"https://www.google.com/maps/@19.43732971,-99.14944177,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43732971,-99.14944177!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43732971%2C-99.14944177&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
857539,09015722219030262000000000U2,CANTINA SAL”N PARIS,SALON PARIS SA DE CV,722412,Bares,6 a 10 personas,CALLE,SALVADOR DIAZ MIRON,CALLE,JAIME TORRES BODET,CALLE,NARANJO,CALLE,6TA DE MANUEL CARPIO,152,,,,,,COLONIA,SANTA MARIA LA RIBERA,,,,6400,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,466,26,5555473710,,,http://,Fijo,19.44891783,-99.15785081,2010-07,"https://www.google.com/maps/@19.44891783,-99.15785081,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.44891783,-99.15785081!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.44891783%2C-99.15785081&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7837642,09017722412000811000000000U9,CANTINA SIN NOMBRE,,722412,Bares,0 a 5 personas,CALLE,GENERAL ANAYA,CALLE,SANTA ESCUELA,CALLE,ROSARIO,CALLE,SANTA ESCUELA,0,SN,MERCADO PUBLICO,PLANTA BAJA,0,,COLONIA,MERCED BALBUENA,MERCADO PUBLICO,MERCADO MERCED NAVE MAYOR,2399-2898-2400,15810,9,CIUDAD DE M…XICO,17,VENUSTIANO CARRANZA,1,Venustiano Carranza,687,2,,,,http://,Fijo,19.42800364,-99.12334063,2019-11,"https://www.google.com/maps/@19.42800364,-99.12334063,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42800364,-99.12334063!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42800364%2C-99.12334063&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
989794,09015722412003153000000000U7,CANTINA TERRAZA MADERO,TERRAZA MADERO SA DE CV,722412,Bares,11 a 30 personas,CALLE,FRANCISCO I. MADERO,CALLE,FILOMENO MATA,CALLE,BOLIVAR,CALLE,5 DE MAYO,20,,EDIFICIO SIN NOMBRE,PISO 6,,601-501,COLONIA,CENTR0,EDIFICIO COMERCIAL Y DE SERVICIOS,PLAZA MADERO,601,6000,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,767,1,,,,http://,Fijo,19.43389743,-99.13911935,2010-07,"https://www.google.com/maps/@19.43389743,-99.13911935,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43389743,-99.13911935!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43389743%2C-99.13911935&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
6259240,09015722412002064002000000U7,CANTINA U DE G,OPERADORA DE RESTAURANTES Y BARES LA UNICA DE GUERERO SA DE CV,722412,Bares,31 a 50 personas,EJE VIAL,1 PONIENTE (GUERRERO),CALLE,ESTRELLA,CALLE,MARTE,CALLE,ZARAGOZA,258,,,,,,COLONIA,BUENAVISTA,,,,6300,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,502,17,,,,http://,Fijo,19.45061401,-99.14634603,2010-07,"https://www.google.com/maps/@19.45061401,-99.14634603,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.45061401,-99.14634603!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.45061401%2C-99.14634603&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
704597,09006722412000161000000000U2,CAPITAN CITY,,722412,Bares,0 a 5 personas,AVENIDA,PRESIDENTE PLUTARCO ELIAS CALLES,CALLE,RAMON Y CAJAL,AVENIDA,SANTIAGO,CALLE,TOM¡S V¡ZQUEZ,930,,,,0,,BARRIO,SAN PEDRO,,,,8220,9,CIUDAD DE M…XICO,6,IZTACALCO,1,Iztacalco,378,11,5541924335,JUCAS-BAR@HOTMAIL.COM,,http://,Fijo,19.391524,-99.13210909,2014-12,"https://www.google.com/maps/@19.391524,-99.13210909,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.391524,-99.13210909!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.391524%2C-99.13210909&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
6766435,09015722412003692001000000U4,CASA 19  RESTAURANTE,CASA 19 LC,722412,Bares,11 a 30 personas,CALLE,VENUSTIANO CARRANZA,EJE VIAL,CENTRAL (LAZARO CARDENAS),CALLE,5TA CALLE DE BOLIVAR,CALLE,VENUSTIANO CARRANZA,15,,,,,,COLONIA,CENTR0,,,,6007,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,818,1,44552665450,CASA19@GMAIL.COM,,http://,Fijo,19.43176846,-99.14017674,2016-10,"https://www.google.com/maps/@19.43176846,-99.14017674,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43176846,-99.14017674!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43176846%2C-99.14017674&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
1042189,09015711312000022000000000U2,CASA DE MICHOACAN AC,,722412,Bares,11 a 30 personas,CALLE,LUCERNA,CALLE,MILAN,CALLE,LISBOA,CALLE,GENERAL PRIM,61,,,,0,,COLONIA,JUAREZ,,,,6600,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,856,6,5555961318,,,http://,Fijo,19.43003327,-99.15643131,2010-07,"https://www.google.com/maps/@19.43003327,-99.15643131,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43003327,-99.15643131!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43003327%2C-99.15643131&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8625707,09015722412004713000046801S7,CASA FRANCA,OPERADORA FRANCA SA DE CV,722412,Bares,11 a 30 personas,CALLE,MERIDA,CALLE,TABASCO,AVENIDA,¡LVARO OBREGON,CALLE,C”RDOBA,109,,,,,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1017,28,,,,http://,Fijo,19.41930005,-99.15754423,2019-11,"https://www.google.com/maps/@19.41930005,-99.15754423,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41930005,-99.15754423!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41930005%2C-99.15754423&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7732871,09015722412004071000000000U0,CASA INDIO,,722412,Bares,0 a 5 personas,AVENIDA,CHAPULTEPEC,EJE VIAL,1 PONIENTE (AVENIDA CUAUHTEMOC),CALLE,GUAYMAS,CALLE,PUEBLA,92,,,,7,,COLONIA,ROMA,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1017,24,,,,http://,Fijo,19.42553548,-99.15406643,2019-11,"https://www.google.com/maps/@19.42553548,-99.15406643,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42553548,-99.15406643!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42553548%2C-99.15406643&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7444729,09016722412000891000000000U3,CASSANAVA ROOTS,CASANAVA ROOTS ,722412,Bares,0 a 5 personas,CALLE,JULIO VERNE,CALLE,VIRGILIO,CALLE,ALEJANDRO DUMAS,AVENIDA,PRESIDENTE MASARYK,9,,,,,,COLONIA,CHAPULTEPEC POLANCO,,,,11540,9,CIUDAD DE M…XICO,16,MIGUEL HIDALGO,1,Miguel Hidalgo,764,1,,,,http://,Fijo,19.43065007,-99.19640695,2019-11,"https://www.google.com/maps/@19.43065007,-99.19640695,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43065007,-99.19640695!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43065007%2C-99.19640695&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7733600,09015722411000573000000000U1,CAYA BAR,AROMA PRODUCCIONES SA DE CV,722411,Centros nocturnos,11 a 30 personas,AVENIDA,TAMAULIPAS,CALLE,GOMEZ PALACIO,CALLE,GENERAL BENJAMIN HILL,CALLE,G”MEZ PALACIO,223,B,,,,,COLONIA,HIPODROMO CONDESA,,,,6170,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1411,2,,,,http://,Fijo,19.40740502,-99.17798563,2019-11,"https://www.google.com/maps/@19.40740502,-99.17798563,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.40740502,-99.17798563!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.40740502%2C-99.17798563&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
7761803,09015722412004261000000000U7,CELESVIS,,722412,Bares,0 a 5 personas,CALLE,CHIAPAS,CALLE,CORDOBA,CERRADA,CHIAPAS,CALLE,COAHUILA,46,,,,,,COLONIA,ROMA NORTE,,,,6700,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1110,21,,,,http://,Fijo,19.41335739,-99.1570713,2019-11,"https://www.google.com/maps/@19.41335739,-99.1570713,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41335739,-99.1570713!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41335739%2C-99.1570713&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8337819,09015722412003891000000000S2,CELTICS PUB,,722412,Bares,0 a 5 personas,AVENIDA,JUAREZ,CALLE,REVILLAGIGEDO,CALLE,LUIS MOYA,CALLE,INDEPENDENCIA,64,C,,,,,COLONIA,CENTR0,,,,6000,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,748,9,,,,http://,Fijo,19.43487963,-99.145551,2019-11,"https://www.google.com/maps/@19.43487963,-99.145551,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.43487963,-99.145551!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.43487963%2C-99.145551&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9176807,09015722412005073000000000S5,CELTIS PUB IRLANDES,YVOPELEV SA DE CV,722412,Bares,11 a 30 personas,AVENIDA,TAMAULIPAS,CALLE,CADEREYTA,CALLE,FERNANDO MONTES DE OCA,AVENIDA,NUEVO LE”N,56,,,,37,,COLONIA,HIPODROMO,,,,6100,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,1322,11,,OSCARMENESES@CELTIES.CPM,,http://,Fijo,19.41225114,-99.17304836,2019-11,"https://www.google.com/maps/@19.41225114,-99.17304836,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.41225114,-99.17304836!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.41225114%2C-99.17304836&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
9196613,09015722412005101000000000U4,CENTRAL FONK,,722412,Bares,0 a 5 personas,CALLE,SAN JERONIMO,CALLE,CORREO MAYOR,AVENIDA,JOSE MARIA PINO SUAREZ,CALLE,REGINA,110,,,,,,COLONIA,CENTRO (¡REA 9),,,,6090,9,CIUDAD DE M…XICO,15,CUAUHT…MOC,1,CuauhtÈmoc,907,13,,,,http://,Fijo,19.42647197,-99.13235925,2019-11,"https://www.google.com/maps/@19.42647197,-99.13235925,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.42647197,-99.13235925!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.42647197%2C-99.13235925&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8736284,09013722412000461000000000U2,CENTRO BOTANERO LAS MAMIS,,722412,Bares,0 a 5 personas,CARRETERA,LOCALIDAD 800,OTRO (ESPECIFIQUE),NINGUNO,OTRO (ESPECIFIQUE),NINGUNO,OTRO (ESPECIFIQUE),NINGUNO,,DOMICILIO CONOCIDO,,,,,LOCALIDAD,LA CIENEGA CHICA,,,,16040,9,CIUDAD DE M…XICO,13,XOCHIMILCO,173,Paraje los Escondidos,1281,800,,,,http://,Fijo,19.27756194,-99.08184306,2019-11,"https://www.google.com/maps/@19.27756194,-99.08184306,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.27756194,-99.08184306!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.27756194%2C-99.08184306&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
8736280,09013722412000441000000000U4,CENTRO BOTANERO RINCON DEL BRUJO,,722412,Bares,0 a 5 personas,CARRETERA,LOCALIDAD 800,OTRO (ESPECIFIQUE),NINGUNO,OTRO (ESPECIFIQUE),NINGUNO,OTRO (ESPECIFIQUE),NINGUNO,,DOMICILIO CONOCIDO,,,,,LOCALIDAD,LA CIENEGA CHICA,,,,16040,9,CIUDAD DE M…XICO,13,XOCHIMILCO,173,Paraje los Escondidos,1281,800,5578629638,,,http://,Fijo,19.27756194,-99.08184306,2019-11,"https://www.google.com/maps/@19.27756194,-99.08184306,3a,75y,114.26h,90t/data=!3m4!1e1!3m2!1s19.27756194,-99.08184306!2e0",https://maps.googleapis.com/maps/api/streetview?location=19.27756194%2C-99.08184306&size=640x480&key=AIzaSyBcWWAEbPntuZ0-L42MLY-CRMTPCJ5IqzQ
